chroma_stft_mean,chroma_stft_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,label
0.5780013,0.29842392,3264.8353401703143,1519.0706433636221,2675.8361130921267,719.331209372333,6237.152099609375,2843.9429631697367,0.3805508083767361,0.2711372305594798,-692.8558,55.3639,-1.5483186,16.038305,8.81881,-0.146586,-1.3733916,-5.29318,-11.623182,-1.3482838,0.84371555,-2.6412785,1.0172511,-3.2715356,-0.12507592,0.41549486,-4.5127006,-0.9811606,-1.9375043,0.53967994,185.0503,66.308495,19.290407,19.345299,17.269623,12.09633,10.994116,11.992072,17.111732,8.362707,9.127844,9.430249,9.2776785,8.013804,6.88053,4.821255,9.569301,4.9680448,6.6563888,4.19737,neutral
0.40216967,0.30911544,2625.570230274135,1095.9627817245091,2406.0114788058963,352.8746449485911,5101.457909578402,1785.2945576103352,0.17290645802514792,0.12472781542537274,-427.11377,45.139065,-15.436683,-1.1301695,-0.72275776,1.9657464,-13.529378,-15.487787,-17.104063,-9.546004,2.33838,-7.4597087,-7.36461,-6.0846763,-3.9567218,3.9811206,-8.482473,-6.470515,-0.9189241,-4.2281904,165.25752,42.426796,25.026436,16.938248,20.87541,15.59494,13.77747,13.4375305,15.768384,13.370765,9.04826,12.046742,8.513049,9.906836,13.250393,8.694864,13.2154,10.182339,8.135203,9.320587,fearful
0.5826559,0.30938932,3180.2462661736836,1478.4543722397364,2637.8374840360248,621.8333950538396,6061.36760305851,2617.259370432061,0.356524961214539,0.27658474161149604,-573.3884,46.84191,-5.569427,6.1290355,-0.5748371,-0.70076865,-8.623765,-9.702098,-11.321594,-5.2469907,-1.4207598,-5.737755,-1.804037,-3.8567982,-7.8586264,1.0471456,-8.80625,-6.4007187,-2.2795455,-2.2859323,201.12971,55.85739,23.072386,19.301695,21.426313,13.423557,15.509783,15.369645,16.201977,10.8352785,9.790632,11.284399,7.2916975,7.8728337,12.294646,5.7852197,12.767446,9.6488285,5.28956,5.6666436,surprised
0.49526533,0.32052013,2915.468560186769,1526.4809866249789,2471.513032558055,723.7753831205816,5495.350802301647,2836.036638708789,0.2673705323727545,0.22587264226413326,-647.6113,63.878666,-3.1636646,11.068919,3.8989286,0.4962627,-7.210091,-7.3021746,-13.785376,-4.5310855,-0.682467,-7.2989683,-1.6489199,-7.179773,-0.84916073,-2.7986665,-6.2174635,-3.0482032,-3.9257326,-1.6746464,156.22545,66.116356,27.102978,25.306932,20.63805,14.196772,16.23109,11.537739,14.465904,10.965191,10.126081,12.596064,9.822034,10.696865,5.9430194,6.512401,10.822269,7.3185453,7.375008,8.639694,disgust
0.5455506,0.3203037,3160.3961243837953,1619.814535402339,2559.5602980821122,707.6055170631371,5918.906779461597,2887.758701189086,0.2988104762801205,0.274103405747778,-680.84985,60.804207,-1.9560477,14.204766,6.8270864,-2.8811657,-2.4629223,-8.663905,-11.039646,-4.45404,-4.258487,-1.6950525,-0.85821366,-6.387972,-1.9537008,-1.2930344,-5.489141,-4.6143136,-3.0724862,-0.8519594,167.45729,67.46251,21.176098,21.027462,16.256079,14.516965,11.664261,12.626629,14.120289,8.725623,8.720792,8.933653,9.7671175,8.714476,6.91892,6.6120696,8.735834,6.6123157,7.7930765,3.9537346,sad
0.56581736,0.2963595,3137.063221630789,1725.0866656787452,2513.6631948467384,710.4805823422457,5651.2833611813585,3103.1663106590104,0.3299370032514451,0.27791544313359684,-697.8223,67.33959,-0.4495525,11.884349,6.8991156,0.57238734,-4.550375,-6.0250955,-7.934866,-4.8724413,2.6747515,-1.4644688,-1.108631,-4.6803093,-0.106644735,-0.8741239,-4.0234246,-2.2233968,-0.75716466,-0.25101414,173.38403,72.69619,21.242195,18.541895,18.339193,13.525476,13.627183,10.029312,11.336018,10.258247,11.372947,8.54346,7.043977,8.478347,6.467768,4.681154,8.994595,5.625321,6.3737965,5.803094,calm
0.50871235,0.3138253,3268.014216103061,1470.9472768400612,2688.5854025913054,581.4832309943745,6235.009043315458,2641.012155365818,0.3195555196005917,0.25129535615945187,-626.5222,52.807503,0.27268848,4.734687,3.4398108,-0.42759335,-9.445804,-6.785227,-13.305903,-4.895431,-0.562293,-6.350317,-3.3224094,-4.31679,-1.761468,-2.4416623,-5.2589264,-2.4614875,-1.5112729,0.076832786,165.06244,62.462334,25.348448,20.761272,18.557802,14.749181,15.574872,12.421924,13.956331,11.523524,10.936839,10.613625,8.17248,8.0592785,5.7567387,6.1742616,10.21597,6.374346,7.6173615,7.7565784,disgust
0.4840027,0.32834783,3342.9789339100867,1556.1670023125691,2559.356793134658,523.4171863755939,6141.646666445975,2465.8686955383064,0.3226352842514124,0.26528719667448336,-491.2605,35.171394,-9.034344,1.8999568,-8.664879,-6.350329,-18.34103,-15.881719,-9.58409,-5.861493,-4.5087147,-5.891616,-6.8989725,-8.617668,-2.570134,-0.9772852,-8.397287,-1.0111674,-6.2298775,-5.1835065,154.47105,59.644047,22.819473,17.284393,20.839148,15.122644,16.75189,15.803035,9.867178,12.508361,14.221243,9.659981,12.699472,12.4255905,12.570214,7.099375,13.62924,8.138841,6.912326,7.9415765,disgust
0.5593339,0.31105,2897.882291940365,1552.4376469791623,2486.1537272318483,804.3066171691514,5634.44970703125,2948.2107284193116,0.33329427083333335,0.2882876025852219,-631.407,62.999477,-5.8192086,15.460055,6.526638,-1.5888879,-6.597417,-4.806329,-13.677246,-1.3645003,0.13336542,-6.3668637,3.4054468,-3.9404097,-2.1858332,3.2448375,-7.840127,-2.7657762,0.29460245,-1.7035341,185.44063,67.927635,27.446724,20.62516,17.871485,17.005106,15.471492,11.885174,19.879639,10.606787,8.942718,12.541374,10.748348,10.044384,9.400416,6.926128,13.888795,7.757604,5.640061,5.821859,happy
0.5676039,0.30731398,3067.911687595666,1516.3417055579162,2581.1256157107487,776.2192942941913,5914.8837890625,2908.6667201049236,0.40109049479166664,0.30999512564337445,-645.9547,63.116707,-4.3889427,12.588353,4.2411604,-2.9022613,-5.6718726,-6.623363,-11.532383,-2.3804126,-1.291013,-6.8026524,1.1827937,-4.6723757,-2.4135504,2.1658795,-8.006254,-2.8629189,-2.44791,-2.5724354,191.6593,68.67935,22.22107,21.270603,18.28511,15.503862,12.40048,12.204157,16.809633,10.542315,10.594507,11.008917,9.229129,8.346393,7.480485,6.118961,12.16928,6.5704966,6.7280784,5.8782353,happy
0.5646663,0.30851758,3328.13531792638,1718.7535044841084,2570.897087483666,773.5017261293915,6198.170283069349,3049.552333599122,0.3454054741010274,0.2684793756606681,-711.7862,59.567207,0.71094537,15.6037,6.023351,-0.16229118,1.2461169,-7.515767,-12.228474,-3.974105,-2.3960717,-2.4673657,-0.06185432,-4.0664096,-2.58348,1.8483781,-3.2044647,-4.295267,-1.6605676,-0.15550315,189.77234,73.26084,23.748785,23.067034,14.36729,13.789434,8.542358,13.335857,17.745947,8.822206,9.832379,6.8358936,7.2131867,6.4830213,6.229934,6.774602,7.933715,7.1157775,6.5591135,5.0546536,sad
0.52420527,0.32567748,3184.692775055515,1631.4738301801417,2526.3257042662685,751.2120320550389,5917.256927490234,2784.617975838792,0.396258544921875,0.30470337404567893,-652.70056,57.022522,0.41844177,18.289316,2.6309896,0.41835466,-2.5292726,-6.2847066,-13.434195,-3.618145,0.61698735,-4.5894284,2.576322,-4.216815,-0.7787555,1.1893742,-7.2837715,-2.2791343,-1.2412015,-2.5630095,197.30547,69.85066,22.725334,22.733356,19.456913,18.395834,13.273219,13.348993,18.890228,11.4960575,11.457887,11.691516,9.171532,9.549687,7.660406,5.4399033,11.841736,6.5424376,5.901493,6.3115163,happy
0.40262106,0.3466093,2668.8373417387716,1611.7612757928719,2192.7937396367574,1037.6933618223131,5092.736285665761,3065.5085985989276,0.2695494468167702,0.26184738554524983,-660.48944,47.498463,-9.866229,6.0961437,-9.001065,-6.443758,-10.155412,-13.963024,-9.411344,-3.9805984,-7.930611,-2.4514322,-7.0683455,3.1429093,-5.0681233,-5.5556984,-3.0809145,-1.1608284,-3.3660486,-0.12511013,164.7707,55.77361,31.644388,20.300097,20.649748,14.510086,15.193246,17.18762,13.121444,10.826418,10.1640215,8.845589,12.233765,8.413989,9.045598,10.03228,8.175141,6.4324102,7.6457586,6.7802653,sad
0.49234217,0.33046854,3353.0190947318324,1818.0020327474333,2487.743736697179,877.1580525488927,6088.720233623798,3104.9449699646557,0.3201591296073718,0.260709975761263,-638.03485,46.49924,-9.892578,4.896696,-6.41465,-5.0707617,-6.280471,-10.606286,-6.0774636,-3.2331314,-5.6609917,-3.2739615,-8.5222,-0.41934416,-7.4435363,-3.1737204,-3.0136619,-4.598597,-1.3174582,-0.88584316,190.63112,62.745388,39.06264,22.485884,18.705103,15.173359,13.804282,15.211397,12.730337,10.85978,7.9840055,9.597142,12.415072,6.690986,8.761165,6.5264134,6.0773726,7.9851456,6.454829,10.321004,neutral
0.4568033,0.3454744,3179.4979353636672,1687.795923437622,2518.820709911296,833.044185858693,5898.800475338855,2970.3444686238863,0.3289691971009036,0.26714946955179536,-663.2903,52.128677,-3.5836384,11.846415,-4.6976275,-1.7755138,-3.4381082,-7.561897,-3.0021994,-2.1637714,-3.2218254,-4.277386,-4.551405,1.2530696,-5.59216,-2.3126357,-3.3193653,-2.006226,-4.532391,-1.6079016,172.2696,58.084213,33.70628,21.76966,17.65023,13.358721,14.308965,12.997145,11.663868,9.822342,8.645324,8.987394,9.527665,5.5528812,8.190707,7.4929647,7.803187,6.166786,7.526114,5.3280835,calm
0.42191988,0.3472053,3096.474453703103,2024.0647749503764,2279.852031154656,957.86413246186,5490.153042105741,3321.7314392665676,0.289417355559593,0.26662064383554984,-649.47095,48.736828,-11.061044,1.3402739,-6.321966,-5.146924,-7.9237266,-11.95852,-6.5572352,-4.027462,-7.2229714,-6.0610914,-9.744024,-1.2886858,-9.424877,-5.466723,-4.7296724,-4.348942,-6.3093944,-4.0628195,178.07312,60.26569,35.913235,21.834305,17.38569,13.598923,13.116931,13.137239,12.681389,9.020611,8.591827,8.019545,11.06811,5.96629,9.704926,6.934995,6.4658275,6.676596,6.968482,5.7952657,calm
0.36135504,0.33904243,2690.0895753526192,1381.0359616224987,2148.423218490706,896.3972926208131,4977.045473845109,2531.2026980691066,0.2363584530279503,0.20293735116214326,-569.3612,33.50024,-25.722395,1.9065831,-11.115143,-8.923904,-7.3086634,-16.626795,-6.7482624,-5.9886703,-7.158734,-5.2317195,-5.986692,2.8174093,-6.734749,-4.4758325,-3.0557115,0.040181223,1.1263934,7.478914,169.46703,39.96869,33.98217,19.505463,19.100853,15.096119,13.583612,16.822493,13.330878,10.476192,8.767806,10.694135,12.9727745,6.3995423,8.74787,6.977623,9.098691,11.064938,12.2068815,15.028437,fearful
0.37590718,0.33101776,3147.8720007435654,1474.121910542819,2351.7760374242043,796.4977225780698,5642.803485576923,2506.33933564504,0.2746394230769231,0.2051534652440163,-492.15945,15.558996,-27.027592,-4.952844,-11.9337635,-12.674922,-8.616408,-13.488604,-6.9626627,-5.6960554,-10.570782,-4.4703994,-7.39068,3.2411606,-1.2100086,4.1427984,8.635644,10.562964,6.138143,5.4815345,168.89404,37.621037,40.38226,17.874908,19.39779,17.88724,12.9634495,13.801379,14.691059,12.188956,12.06895,9.547087,17.351019,10.8032465,11.202413,13.82473,15.339004,18.663168,15.749981,18.152264,fearful
0.4162383,0.35962898,3003.7028682988876,2007.8693404891787,2299.6886544870076,975.7316397877006,5437.1337890625,3331.998668564558,0.2731798792177914,0.276511246921875,-677.33185,44.626945,-5.773079,6.7751913,-3.2082837,-3.8464134,-7.0366197,-9.984122,-5.684084,-0.6310419,-6.12343,-3.478182,-6.1703644,-0.7735038,-6.299138,-2.8782012,-3.4004116,-3.024012,-3.6206565,-3.35704,156.2417,56.751225,28.906303,19.323765,12.328932,12.480705,11.962346,12.36663,10.099787,8.5274725,7.5708437,7.5934978,9.829635,4.2451406,7.3333445,5.0166545,6.125037,5.356808,6.1809607,5.849611,sad
0.47864884,0.32154134,3362.2330037607676,1363.0934300288118,2520.153618863667,733.5519636970222,6193.907632993136,2503.788931505614,0.2966858968569364,0.19716338672039976,-422.59006,25.627523,-30.711185,-4.4620333,-18.371431,-12.682888,-4.151895,-18.2899,-7.3128514,-7.309089,-8.170981,-4.6276417,-11.359123,-3.654944,-6.085146,-1.7844028,0.27767423,3.564186,3.0174494,5.6056957,187.44606,45.683743,49.287125,28.860567,25.71663,22.476086,16.497658,21.818233,14.926032,15.440306,10.306763,9.523556,14.321504,8.065319,13.087819,13.283478,15.987978,14.599266,13.776915,14.442439,angry
0.42249146,0.34695554,2905.4023658158303,1613.2323732507837,2206.363303868473,1040.3109963587615,5332.641742684248,3031.2765823806058,0.2605192151372832,0.22212893484429297,-467.90463,33.208313,-24.262503,2.9939773,-14.986864,-7.198017,0.19980502,-12.791639,-4.0860066,-4.7434196,-3.6555762,-1.9970084,-8.259775,0.26843426,-5.298088,-3.3061743,-1.0010138,0.91589063,0.0675698,2.7243485,177.36107,52.023315,36.26009,26.362553,20.75006,20.08848,17.156536,19.743553,12.835674,14.005238,8.3986635,8.836894,13.480117,5.622064,7.6329956,8.830069,11.173604,13.343059,13.642319,12.074006,angry
0.48796707,0.3243999,3271.494309173945,1842.999571475491,2383.01057072931,844.9993582969413,5860.186978044181,2919.355334756378,0.2821143139367816,0.22777743213007887,-558.0113,46.11991,-15.717796,0.9681579,-10.402453,-5.388002,-11.228689,-13.685904,-5.92227,-0.8050868,-8.620477,0.92104936,-9.203617,-1.3887938,-4.240808,-5.589461,-0.38853508,-4.8438373,-7.0141664,-3.170512,180.0701,62.285706,33.855877,29.67605,21.823093,18.143438,13.731827,18.20948,13.961344,9.76047,11.127685,7.6831846,12.997505,7.1038866,8.549823,10.156191,5.702827,7.071935,7.837977,5.293211,disgust
0.3757954,0.32936144,2664.1148398744263,1529.4609747008853,2100.843276788511,1050.0506251239397,4956.714011649408,2924.6392756420723,0.22390440088757396,0.17850943656491647,-443.42944,29.98176,-23.440506,3.02249,-14.731196,-7.968211,-2.6709776,-13.843135,-2.456713,-4.553097,-3.811007,-3.190986,-7.046151,-0.7417308,-4.1797075,-0.8060738,0.4173483,2.6405613,1.320274,3.5437849,166.09422,48.02242,36.46164,25.84787,21.219938,19.611626,16.19898,19.836327,12.926776,12.855471,7.896411,9.561078,11.990526,7.4752097,11.742991,13.083538,13.987964,12.747169,12.003625,14.612191,angry
0.3510257,0.3535022,2249.8201775158864,1721.450919572287,1892.290497282552,1152.5224683043552,4201.088298025306,3238.604663378365,0.24619859566717792,0.27762942198537327,-668.7458,55.410492,-9.870231,8.890352,-5.3844614,-3.2466269,-4.7142086,-9.191695,-6.5311084,-1.5827594,-5.251599,-3.7161431,-5.497865,0.35455486,-5.951035,-3.511503,-4.7255125,-2.4258733,-5.2492337,-2.4710655,179.97426,60.240837,28.638836,19.434614,18.700453,9.821823,14.319017,14.122506,12.585527,9.361597,9.038318,7.0721927,8.851547,5.6924863,8.152123,6.4491577,6.852869,5.598528,6.740609,5.0547667,sad
0.38228577,0.35636553,2613.8754431949474,2008.2350528800732,2004.4835773565587,1132.3875615184013,4742.315558667453,3416.7768431554487,0.2593264789701258,0.27130842425055185,-660.486,44.381096,-6.904634,5.1159196,-5.3449244,-7.1727157,-12.497758,-13.7786455,-8.887339,-2.739391,-9.832707,-3.8711178,-8.513406,-0.6581811,-5.2633715,-7.26176,-2.374836,-2.7533019,-6.555439,-1.6346272,175.82181,61.91193,30.7049,22.041855,18.744379,14.666221,15.983967,16.186941,13.4208,9.049951,10.875069,7.833368,12.646511,5.1852136,7.781889,9.479211,6.6282406,5.918872,9.242276,8.393487,sad
0.39892384,0.34576434,3270.394114677171,1425.7909836059478,2414.4720171474496,697.5188915148257,5966.617423865446,2413.536124214568,0.28496342555732485,0.22491246170746326,-494.52975,18.056477,-30.071674,-0.72375995,-13.800601,-13.927184,-7.849653,-15.514227,-8.308816,-4.5681515,-10.636232,-3.0921679,-4.9211297,3.9138725,-0.9176824,4.6736403,12.680529,13.339913,6.6359777,3.3762496,148.29759,28.126156,31.579754,22.108202,18.945995,15.664479,14.978328,15.603172,13.399021,11.868057,12.696343,7.805344,16.132471,10.351566,10.092211,13.826503,18.168802,20.22603,19.714886,12.506581,fearful
0.3702122,0.3596111,2552.2525293064045,2010.1377333305804,1996.2105437716684,1167.418695216159,4665.4408650225905,3441.3124725077614,0.22237681193524098,0.24072765795900183,-656.9886,45.86949,-5.4771905,4.3142276,-4.4623194,-3.5579822,-6.7036576,-8.853257,-6.026569,-2.597284,-6.3146353,-4.8533854,-7.0710216,0.48700577,-8.606476,-5.0003,-3.4507623,-3.7560499,-4.9689965,-2.496885,178.749,60.566734,35.45581,20.012344,16.28775,12.990903,13.052408,13.24719,12.377445,9.660167,8.32298,7.949285,11.339486,6.340473,10.443814,7.556516,6.086576,6.991093,7.09188,4.9006796,calm
0.47559363,0.3499267,3211.1144650776932,1798.3000230726766,2430.459246291425,795.9897353800175,5766.0263999214385,3013.106127541928,0.3472798097067039,0.30932025296711085,-644.26904,43.54719,-5.8384156,7.798074,-6.1381946,-5.017681,-4.065013,-7.9815655,-6.2990975,-2.255868,-4.6757936,-6.669746,-5.1349106,-1.909693,-6.4803224,-3.936632,-5.531587,-3.3061888,-5.0047345,-3.2957208,147.94568,55.550293,30.125595,21.223238,16.813599,17.321663,13.483979,11.952093,11.492765,8.370122,8.1953945,8.634772,7.4334416,5.344968,7.8047595,6.211461,7.49117,5.8878846,6.2404203,5.4659133,calm
0.36399648,0.35581085,2671.0704115974304,1811.5620267490924,2080.474322310031,1077.9005586447365,4881.267689230913,3167.7676747726664,0.24756736526946108,0.24764861073413913,-535.5788,36.26328,-22.62245,4.016813,-8.625279,-12.712104,-9.146528,-14.396336,-6.2735667,-5.957328,-10.965573,-1.8183447,-11.756156,-0.33675262,-6.705957,-6.56182,-0.025820063,-1.0245827,-2.015876,1.8766125,184.63681,49.022312,44.206173,21.278503,20.036871,19.19505,13.412973,17.980211,11.626615,11.811123,12.39096,9.9794035,15.842634,8.815287,10.263794,10.947625,8.944378,11.937186,12.752265,13.543509,happy
0.34254012,0.36120608,2455.274795844801,1922.2044984708848,2004.4014658682152,1150.3658786037538,4519.899583899457,3516.0434084112394,0.25633249223602483,0.2757933782723195,-655.2373,43.462265,-5.002815,4.3878736,-4.940771,-4.590479,-9.2563305,-11.39657,-4.4611216,-2.9189162,-6.406669,-3.5330722,-6.676326,-0.58476657,-6.7038393,-4.321035,-3.5801554,-3.1008792,-4.652702,-2.4426591,142.33385,56.349957,27.15171,19.307514,13.860196,12.526033,14.27826,14.688341,11.020333,9.051651,8.238495,8.72384,9.839378,4.0316443,8.2424135,6.250348,6.2690415,4.309612,7.112175,5.324909,sad
0.32970598,0.35106176,2110.2196083415065,1578.7630186530148,1876.3778868009415,1129.6888766943896,3983.058846714985,3102.9616516643737,0.2228121470256024,0.24629196754214905,-676.1185,52.612183,-9.78405,7.1978974,-6.0254583,-4.527568,-6.7224665,-10.676186,-6.1121955,-3.9972923,-4.9271135,-5.5118413,-4.9986014,1.4001408,-6.078076,-2.9257014,-4.786627,-2.1934512,-5.385064,-2.509034,170.71074,53.361504,27.341497,20.238668,17.803358,13.062876,13.242701,13.83643,11.211804,9.510349,7.5685954,8.204893,8.261763,5.074856,8.596662,6.5848,7.603577,5.395432,6.834499,6.073543,sad
0.51254445,0.33747074,3380.163845500537,1751.4320218973057,2523.917799379822,810.6236219302004,6144.162642590108,2943.892277590071,0.3289727521088957,0.26661800936578767,-622.5786,51.311447,-10.439537,4.7658195,-4.8091683,-3.2195768,-5.72181,-9.393639,-5.245095,-1.9874324,-5.037799,-2.8686628,-6.420318,1.5982887,-6.268897,-3.1418836,-3.2153883,-3.4863596,-1.2199962,-0.051730104,186.4304,65.192406,40.019318,21.548512,18.140337,16.053295,15.407621,14.767607,13.127202,10.630738,8.636359,9.483789,10.932589,5.8633485,9.027958,6.7009916,7.163087,6.2889547,4.9995008,8.827881,neutral
0.35995674,0.34052268,2217.779160585179,1674.4200807765699,1829.0583407248878,1156.7436602032976,4187.801720961085,3150.508131462956,0.20826884335691823,0.22729612851401743,-632.8413,51.21266,-12.331495,6.8383827,-8.293319,0.96014345,-9.003005,-12.055548,-3.969117,-1.2512883,-5.3359156,-1.254085,-5.6199713,1.1761225,-5.6724386,-2.6000953,-4.458102,-3.4354577,-5.7522264,-1.5121646,180.25989,60.69463,26.973787,24.699299,20.014994,14.470104,14.218525,17.775791,14.934948,10.492349,9.545288,8.033472,9.614014,6.874166,8.865035,7.033659,7.1879706,5.7588453,7.023535,4.7880015,disgust
0.43593767,0.3407229,2885.0087447044757,1868.6297683731857,2170.146451038468,1123.3957498733332,5300.273719200721,3331.0303577492205,0.30898187099358976,0.2617341468387218,-599.4859,40.09997,-13.991026,3.4786901,-8.02378,-6.8684616,-4.173533,-10.127122,-4.4332786,-3.7810795,-8.020548,-3.5000007,-8.291982,1.997717,-3.967275,-1.135288,-0.19695458,-2.497082,-3.523321,-0.027010575,203.79759,65.04871,35.76681,25.56475,18.4699,16.18453,13.235546,16.908707,14.718222,12.207691,11.161954,9.432177,13.702771,6.025892,11.495549,9.881051,8.180654,9.674639,7.1615505,8.855637,surprised
0.4875692,0.32000068,3137.2875349205374,1242.1842723681684,2486.8492196732686,684.2636140146693,5951.584097055288,2386.90851969041,0.37315955528846156,0.2686049726090749,-584.8095,43.18487,-21.301863,8.527554,-6.874347,-6.1610513,-4.6324816,-12.898245,-4.4763713,-3.367257,-5.5230355,-2.7173173,-8.498697,-0.8514784,-5.487566,-3.783094,-2.3817239,-1.6724765,-3.2050347,0.8978938,177.07996,56.114765,37.821808,20.63728,17.96052,16.365768,13.702978,15.892938,12.485554,9.711056,9.553245,8.914398,12.176188,5.537453,7.935734,7.400917,8.548101,10.70737,10.470576,8.50012,happy
0.44489977,0.35704193,2944.066037188161,1865.3242674943826,2226.6717235095857,976.9281765147545,5320.257039152818,3093.802613127224,0.23541083363439305,0.23337144109264907,-549.81213,47.068966,-15.313465,-0.72372633,-11.3307085,-5.243441,-13.013495,-15.76116,-5.3248987,-2.7369683,-11.184813,-0.12918568,-9.210572,-3.3963518,-5.288244,-6.4769797,-2.7622285,-4.140562,-6.2783303,-4.449113,170.80165,62.211388,35.005627,25.915514,22.910809,19.490381,15.9666605,19.843033,13.854302,8.970926,12.759734,9.695289,13.468068,7.3445783,9.011518,8.347953,6.0579963,6.235449,8.159523,7.257582,disgust
0.4517883,0.34234804,3330.8026715923165,1500.3584030402774,2425.0673070288367,682.9362437602484,5924.948868661557,2462.7349563279945,0.28886595911949686,0.21746284419199505,-566.02734,31.305124,-24.584507,2.322786,-9.48827,-8.973363,-10.463873,-16.33096,-5.3060026,-3.56172,-9.028213,-3.6590474,-6.8744135,2.0151007,-7.4270406,-4.108611,-3.4852629,-1.7091295,0.26247844,6.496714,183.5637,46.43967,39.0577,18.615429,17.030706,15.58036,14.016854,16.1795,14.920183,10.581559,9.8742075,10.138121,14.973737,7.821351,9.46823,8.176333,9.623687,9.377885,9.669037,15.255205,fearful
0.41066563,0.33754298,2504.610863937024,1682.1060781656981,2004.7890819014654,1034.576260373697,4672.842232285032,2948.342413975376,0.21789473029458598,0.20688815673544916,-644.4018,57.697067,-13.365278,9.040555,-9.703859,-0.13237874,-8.262967,-13.345395,-6.544706,0.045263596,-6.3503103,-2.7915785,-7.690273,-1.0078344,-3.840343,-4.588952,-3.892056,-2.923794,-6.0273676,-2.642252,183.8395,59.33812,28.057098,23.59331,21.340456,14.915238,13.019956,17.192421,12.13498,11.629635,10.189257,8.286178,9.747979,5.408514,7.836095,7.547377,6.484913,5.0608563,7.054555,5.9534774,disgust
0.51152545,0.3212739,3451.168146108437,1347.5417365074545,2595.018169044431,709.9231887591869,6320.523539350077,2521.4989231886793,0.32236447948619634,0.2144987633361746,-538.60986,35.79179,-22.749155,3.73836,-11.058676,-8.571917,-3.436534,-8.093794,-5.6118445,-3.8546758,-5.85382,-2.7402112,-1.502996,5.8780994,0.8642019,0.6521952,-1.5100248,-0.04724753,-5.1804867,0.3215459,187.89552,54.488384,35.093536,26.431618,16.534958,16.609251,14.6846485,14.805878,14.521113,13.050099,11.523137,8.632481,13.868086,12.6009865,14.4788065,11.829972,12.371137,10.111739,9.279091,6.6647882,surprised
0.5051484,0.34654588,3183.615357218855,1764.0526401666782,2367.792601840063,915.1051124463584,5771.588604266827,2988.411373268944,0.30054023938301283,0.2565476930097411,-646.0169,49.119713,-10.800371,11.480022,-5.822235,-3.0823712,-5.2919693,-7.3189464,-2.7898772,-1.9523789,-3.2981877,-2.3206317,-5.5060253,-0.20005333,-6.1006417,-3.1250799,-2.3056037,-0.9451647,-1.8333846,-0.4424102,177.0735,62.34853,34.666977,24.478493,18.75422,16.106485,14.770105,13.090694,11.979166,9.7632065,7.3921223,7.915329,11.209033,5.9835505,8.880466,6.8704953,8.110579,8.925068,7.7372756,6.7142496,neutral
0.38781464,0.33368313,2916.5161239541158,1392.232438446902,2261.8345334663977,825.193362725003,5287.910062947851,2552.242662648662,0.23716162420382167,0.18342640200958965,-568.15845,33.30165,-26.176714,4.782824,-12.257127,-9.782232,-8.575204,-15.386595,-6.131122,-7.414159,-6.446825,-5.3656745,-5.022464,1.8471658,-5.646124,-4.8802,-7.3825965,-2.5675783,-1.9373887,5.137263,173.86882,38.546803,30.23654,19.248663,16.756098,16.131737,12.77615,13.951972,13.911569,11.528432,9.298519,9.4796915,13.463366,6.6017294,8.623196,7.723606,8.444881,7.428469,10.456113,13.672649,fearful
0.3663657,0.35239866,2622.040384264632,1891.879606679895,2088.2118549743464,1070.9444242774998,4770.347016433189,3255.2783249950835,0.24831065912356323,0.2742306815927762,-654.7285,46.224503,-8.825291,7.3819704,-7.8286033,-2.755002,-5.1400166,-9.549977,-4.894292,-3.7259583,-2.765979,-7.619688,-5.9758,-0.21125263,-6.542594,-4.1478953,-5.9785533,-4.043746,-4.7875566,-4.553692,167.50366,52.228,30.39512,20.419853,17.368002,14.404907,13.794432,11.019367,11.767971,10.027133,7.2884693,8.820573,9.315436,6.3909507,8.065424,5.702644,7.869328,6.526166,5.9154696,6.4291353,calm
0.48927742,0.33774248,3199.8146482915404,1729.947331574873,2442.3824155374023,905.950991233594,5865.155740749617,2981.9905890957452,0.2757261311349693,0.2261300283267273,-573.29675,45.84104,-9.815437,4.2864213,-8.331691,-3.4894338,-5.2287693,-11.024236,-5.62894,-1.9968002,-5.772926,-2.414226,-7.0663357,-0.00216965,-5.819954,-4.5974183,-3.2997441,-4.7078223,-5.550669,-2.0330915,195.77034,65.631996,36.12158,24.286907,22.684114,17.2096,12.992691,16.984186,13.8987665,10.464031,8.855647,8.859414,11.3327465,5.2381887,8.538237,7.12976,6.1648016,7.5035977,7.2494264,5.862806,angry
